code,nom,dci,forme,dosage
6118000050100,KETUM,KETOPROFENE,GEL,2.5 %
6118000010746,GINKOR PROCTO,EXTRAIT DE GINKGO BILOBA / HEPTAMINOL,COMPRIME PELLICULE,15 / 300 MG / MG
6118010115943,NEXAVAR,SORAFENIB,COMPRIME PELLICULE,200 MG
6118000050780,GLURENOR,GLIQUIDONE,COMPRIME SECABLE,30 MG
6118010116285,GENFLU,OSELTAMIVIR,GELULE,75 MG
6118000032090,ZINSKIN,SULFATE DE ZINC,COMPRIME EFFERVESCENT,45 MG
6118000020370,MEDIBRONC ADULTE,CARBOCYSTEINE,SOLUTION BUVABLE,5 %
6118010115950,DELAKET,DELAPRIL,COMPRIME,30 MG
6118000061113,ASPEGIC NOUR,ACIDE ACETYLSALICYLIQUE,POUDRE POUR SOLUTION BUVABLE,100 MG
6118010123481,VICTRELIS 200 MG,BOCEPREVIR,GELULE,200 MG
6118000080084,METAGLIZ,METOCLOPRAMIDE,SOLUTION BUVABLE,10 MG
6118000130079,NIFEGEN,NIFEDIPINE,GELULE,20 MG
6118000140894,ORAGIN,SPIRAMYCINE / METRONIDAZOLE,COMPRIME,0.75 / 125 MUI / MG
6118000060697,DAZEN,SERRAPEPTASE,COMPRIME ENROBE GASTRO-RESISTANT,10000 UI
6118001183982,HUMIRA 40MG,ADALIMUMAB,SOLUTION INJECTABLE,40 MG
6118001070817,CHIBROXINE,NORFLOXACINE,COLLYRE,0.3 %
6118010125966,FEBREX ADULTE,PHENIRAMINE MALEATE / PARACETAMOL / ACIDE ASCORBIQUE,GRANULE POUR SOLUTION BUVABLE,0.025 / 0.5 / 0.2 G / G / G
6118010125980,FLUPEN 125 MG/5 ML,FLUCLOXACILLINE,POUDRE POUR SUSPENSION BUVABLE,125 MG
6118001200764,RHESONATIV 625 UI/ML,IMMUNOGLOBULINES HUMAINES ANTI-D,SOLUTION INJECTABLE I.M.,nan nan
6118000040743,SPIRAZOLE,SPIRAMYCINE / METRONIDAZOLE,COMPRIME PELLICULE,0.75 / 125 MUI / MG
6118000260196,ACETATE SLF153,CONCENTRE POUR HEMODIALYSE,SOLUTE CONCENTRE,nan nan
6118010000300,TRIXAZOL FORT,SULFAMETHOXAZOLE / TRIMETHOPRIME,COMPRIME,800 / 160 MG / MG
6118010020131,RHUFENE RHUME,IBUPROFENE / PSEUDOEPHEDRINE,COMPRIME ENROBE,nan NA / NA
6118000070771,REMOX,PIROXICAM,GELULE,20 MG
6118001180769,DECAPEPTYL,TRIPTORELINE,POUDRE POUR SOLUTION INJECTABLE,0.1 MG
6118000080732,NORMACOL,GOMME DE STERCULIA,GRANULE POUR SUSPENSION BUVABLE,6.1 G
6118010024672,MENPOVAX A+C VACCIN MENINGOCOCCIQUE,VACCIN ANTIMENINGOCOCCIQUE A ET C,PREPARATION INJECTABLE,nan nan
6118000040873,ZEPAM,BROMAZEPAM,COMPRIME QUADRISECABLE,6 MG
6118000090892,STREPTOPHARMA,STREPTOMYCINE,POUDRE POUR SOLUTION INJECTABLE,1 G
6118000141044,ANCINE PLUS 50MG/12.5MG,LOSARTAN / HYDROCHLOROTHIAZIDE,COMPRIME PELLICULE,50 / 12.5 MG / MG
6118010117749,CERVARIX,PROTEINE L1 DE PAPILLOMAVIRUS HUMAIN DE TYPE 16 ET 18,SUSPENSION INJECTABLE,20 µG
6118001080335,CORVASAL,MOLSIDOMINE,COMPRIME SECABLE,2 MG
6118001200252,RADIOSELECTAN URINAIRE,AMIDOTRIZOATE DE MEGLUMINE ET DE SODIUM,SOLUTION INJECTABLE,30 %
6118000021742,MORPHINE SOTHEMA 30MG/ML,MORPHINE,SOLUTION INJECTABLE,30 MG
6118000032946,ZYRDOL 125 MG/5ML,METRONIDAZOLE,SUSPENSION BUVABLE,25 MG/ML
6118001183746,RISPERDALCONSTA LP 25MG/2ML,RISPERIDONE,POUDRE POUR SUSPENSION INJECTABLE LP,25 MG/2ML
6118001121168,NORDITROPINE NORDILET,SOMATROPINE,POUDRE POUR SOLUTION INJECTABLE,5 MG
6118000120247,STATICOL,SIMVASTATINE,COMPRIME ENROBE SECABLE,20 MG
6118001090754,QLAIRA,VALERATE D'ESTRADIOL / DIENOGEST,COMPRIME PELLICULE,nan nan
6118000180531,TROPHIRES ENFANTS,PHOLCODINE / TENOATE DE SODIUM,SIROP,3 / 50 MG / MG
6118000091035,ALFACEFAL 500 MG,CEFACLOR,GELULE,500 MG
6118001200016,ANDROCUR,CYPROTERONE,COMPRIME,50 MG
6118000081043,THERALENE PEC. BB,ALIMEMAZINE,SIROP,1.25 MG
6118000050193,DIPROSEPT,BETAMETHASONE,CREME,7.5 MG
6118010025532,TETRAMIL,TETRAHYDROZOLINE,COLLYRE,0.05 G
6118000140696,ZOLTAN,SILDENAFIL,COMPRIME ENROBE SECABLE,50 MG
6118001270156,CEBEMYXINE POMMADE,NEOMYCINE / POLYMYXINE B,POMMADE OPHTALMIQUE,0.017 / 0.05 MUI / MUI
6118000270065,EM 107 ACIDE,CONCENTRE POUR HEMODIALYSE,SOLUTE CONCENTRE,nan nan
6118000160335,CALPOL,PARACETAMOL,COMPRIME SECABLE,500 MG
6118000041351,NOCAND 150 MG,FLUCONAZOLE,GELULE,150 MG
6118001251063,BACQURE,IMIPENEME / CILASTATINE,POUDRE POUR PERFUSION,500 / 500 MG / MG
6118001270392,LIPOSIC 0.2 %,CARBOMERE 980,GEL OPHTALMIQUE,0.2 %
6118000040071,BIOGAZE GM,NIAOULI / THYM,COMPRESSE IMPREGNEE,85.55 / 56.55 MG / MG
6118001150052,NEBILET,NEBIVOLOL,COMPRIME SECABLE,5 MG
6118000012016,FULCINE,GRISEOFULVINE,SUSPENSION BUVABLE,125 MG
6118001110452,YRANICID ARSENICAL PATE,EPHEDRINE,PATE DENTAIRE,1 %
6118000080312,GENTAGAM 160,GENTAMICINE,SOLUTION INJECTABLE,160 MG
6118010000676,MOTI LYO,DOMPERIDONE,LYOPHILISAT ORAL,10 MG
6118000070689,OFLUREX,OFLOXACINE,COMPRIME PELLICULE,200 MG
6118001100729,DINEX,DIDANOSINE,COMPRIME A CROQUER OU DISPERSIBLE,100 MG
6118000140733,BACTALL,CIPROFLOXACINE,COMPRIME ENROBE,250 MG
6118001182923,METHOTREXATE BELLON,METHOTREXATE,SOLUTION INJECTABLE,25 MG
6118001181476,KAYEXALATE,POLYSTYRENE SULFONATE DE SODIUM,POUDRE POUR SUSPENSION ORALE ET RECTALE,454 G
6118000011989,CUTISAN,TRICLOCARBAN,POUDRE POUR APPLICATION LOCALE,1.2 G
6118001182206,STRESAM,ETIFOXINE,GELULE,50 MG
6118010125492,FONGICAN 150 MG,FLUCONAZOLE,GELULE,150 MG
6118000260158,ACIDE SLF310,CONCENTRE POUR HEMODIALYSE,SOLUTE CONCENTRE,nan nan
6118000011972,COLPRONE,MEDROGESTONE,COMPRIME,5 MG
6118010120541,ARANESP 100 µG,DARBEPOETIN ALFA,SOLUTION INJECTABLE,100 µG
6118001250738,TRETACNE,ISOTRETINOINE,CAPSULE MOLLE,5 MG
6118000021094,INSULET NPH,INSULINE HUMAINE,SUSPENSION INJECTABLE INTERMEDIAIRE,100 UI
6118000140931,ERACID,CLARITHROMYCINE,COMPRIME PELLICULE,500 MG
6118010019296,AVIRO-Z,ZIDOVUDINE,COMPRIME PELLICULE,300 MG
6118000071204,CEROXIM,CEFUROXIME,COMPRIME,250 MG
6118000140023,ANTINAL,NIFUROXAZIDE,GELULE,200 MG
6118000013112,CIPROFLOXACINE WIN 500 MG,CIPROFLOXACINE,COMPRIME PELLICULE,500 MG
6118000060598,SECTRAL,ACEBUTOLOL,COMPRIME PELLICULE,400 MG
6118001160235,TIENAM,IMIPENEME / CILASTATINE,POUDRE POUR PERFUSION,500 / 500 MG / MG
6118000032175,BISMULOXANE,METHYLPOLYSILOXANE,GRANULE POUR SUSPENSION BUVABLE,800 MG
6118001050741,MIRCERA 100µG/0.3 ML,EPOETINE BETA,SOLUTION INJECTABLE,100 µG
6118001070718,FIBROCARD LP,VERAPAMIL,GELULE LP,180 MG
6118000090533,PENICILLINE G SODIQUE PHARMA,BENZYLPENICILLINE,POUDRE POUR PREPARATION INJECTABLE,1 MUI
6118000071556,TANZAAR 50,LOSARTAN,COMPRIME PELLICULE,50 MG
6118000060550,PROFENID,KETOPROFENE,GEL,2.5 %
6118001110346,TIMOLOL-POS,TIMOLOL,COLLYRE,0.25 %
6118000070948,BROMAX,AMBROXOL,SIROP,15 MG
6118000012863,SILDENAFIL WIN 50 MG,SILDENAFIL,COMPRIME PELLICULE,50 MG
6118000010296,CLEREGIL AD,ACEGLUMATE DE DEANOL,SOLUTION BUVABLE,2 G
6118010023545,ASAFARM,ACIDE ACETYLSALICYLIQUE,COMPRIME,500 MG
6118000140832,CETOLERG,CETIRIZINE,COMPRIME PELLICULE,10 MG
6118000011217,PANSORAL,SALISYLATE DE CHOLINE / CHLORURE DE CETALKONIUM,GEL BUCCAL,1.3 / 1.5 G / MG
6118010118661,MONOZECLAR 500 MG,CLARITHROMYCINE,COMPRIME PELLICULE LP,500 MG
6118000032052,TUSSIPHAN,CHLORPHENOXAMINE / SULFOGAICOLE,SIROP,32 / 680 MG / MG
6118000070528,HIPERDINE,NITRENDIPINE,COMPRIME,20 MG
6118001170050,ARICEPT,DONEPEZIL,COMPRIME,10 MG
6118001090389,GASTROGRAFINE 370 MG D'IODE/ML,AMIDOTRIZOATE DE SODIUM / AMIDOTRIZOATE DE MEGLUMINE,SOLUTION BUVABLE OU RECTALE,10 / 66 G / G
6118010116377,LIFONGID 250MG,TERBINAFINE,COMPRIME,250 MG
6118010000881,IMATINIB COOPER,IMATINIB,GELULE,100 MG
6118001120536,ICAZ LP,ISRADIPINE,GELULE LP,5 MG
6118010116391,TERBINAFINE GT,TERBINAFINE,COMPRIME SECABLE,250 MG
6118000070542,INALER,SALBUTAMOL,SOLUTION BUVABLE,2 MG/5ML
6118000020189,TERPONE,TERPINE,SIROP,200 MG
6118000050148,CLARITYNE,LORATADINE,COMPRIME SECABLE,10 MG
6118000030256,FURILAN,FUROSEMIDE,COMPRIME,40 MG
6118001150496,ERYSOL,ERYTHROMYCINE,GEL,2 %
6118001090730,CIPRO LP 1 G,CIPROFLOXACINE,COMPRIME PELLICULE LP,506.0 MG
6118000091912,VALPAKINE 200 MG/ML,VALPROATE DE SODIUM,SIROP,200 MG/ML
6118001182473,XENETIX 300,IOBITRIDOL,SOLUTION INJECTABLE,65.81 G
6118000180210,MERCRYL,CHLORURE DE BENZALKONIUM / DIGLUCONATE DE CHLORHEXIDINE,SOLUTION MOUSSANTE POUR APPLICATION LOCALE,1.5 / 0.6 G / G
6118001130061,CORALAN,IVABRADINE,COMPRIME PELLICULE,7.5 MG
6118001110735,HUMEX MAL DE GORGE MIEL CITRON 20 MG,BICLOTYMOL,PASTILLE A SUCER,20 MG
6118000030720,PARLODEL,BROMOCRIPTINE,COMPRIME SECABLE,2.5 MG
6118000080671,PRAXILENE 200,NAFTIDROFURYL,COMPRIME PELLICULE,200 MG
6118001070510,ROZEX,METRONIDAZOLE,GEL,0.75 %
6118000010067,ACTAPULGITE,ATTAPULGITE DE MORMOIRON ACTIVEE,POUDRE POUR SUSPENSION BUVABLE,3 G
6118010000515,SEROPLEX,ESCITALOPRAM,COMPRIME PELLICULE SECABLE,10 MG
6118001181063,EPREX 4000 UI/ML,EPOETINE ALFA,SOLUTION INJECTABLE,2000 UI
6118000180197,GLYCAN 850 RETARD,METFORMINE,COMPRIME ENROBE LP,850 MG
6118000020318,POSICYCLINE,OXYTETRACYCLINE,COLLYRE,1 %
6118000140047,ARGININE VEYRON,ARGININE,SIROP,75 G
6118001030224,LESCOL LP,FLUVASTATINE,COMPRIME ENROBE LP,80 MG
6118000100102,DUXIL,ALMITRINE / RAUBASINE,SUSPENSION BUVABLE,1.875 / 0.625 G / G
6118000081562,GENTAMEN 120,GENTAMICINE,SOLUTION INJECTABLE,120 MG
6118010115820,CEFTAJECT I.V 1G/3.5ML,CEFTRIAXONE,POUDRE POUR SOLUTION INJECTABLE,1 G
6118001250639,GABAMOX,GABAPENTINE,GELULE,400 MG
6118010118159,CEZIN,CETIRIZINE,COMPRIME,10 MG
6118000060581,BI-PROFENID,KETOPROFENE,COMPRIME SECABLE,150 MG
6118000090038,ADO,METFORMINE,COMPRIME PELLICULE,850 MG
6118001100583,TROBICINE,SPECTINOMYCINE,POUDRE POUR SOLUTION INJECTABLE,2 G
6118010118685,URADOX 2MG,DOXAZOSINE,COMPRIME,2 MG
6118000190851,ROXID,NIFUROXAZIDE,GELULE,200 MG
6118000032953,ZYRDOL 500 MG/100ML,METRONIDAZOLE,SOLUTION POUR PERFUSION,500 MG
6118001030408,VOLTARENE SR,DICLOFENAC,COMPRIME LP,75 MG
6118000241195,CLENIDERM,BECLOMETASONE,CREME,0.025 %
6118001020744,VIVAMYNE MULTI,MULTIVITAMINES ET MINERAUX,COMPRIME ENROBE,nan nan
6118000050308,NEOCIP,CIPROFLOXACINE,COMPRIME PELLICULE,500 MG
6118001310012,STIMOL 1 G,CITRULINE MALEATE,POUDRE EFFERVESCENTE POUR SOLUTION BUVABLE,1 G
6118001071142,HUMALOG,INSULINE HUMAINE,SOLUTION INJECTABLE,100 UI
6118000020899,UMULINE NPH,INSULINE HUMAINE,SUSPENSION INJECTABLE INTERMEDIAIRE,100 UI
6118000230069,ALGIXENE,NAPROXENE,GELULE,250 MG
6118001110063,HUMEX (FOURNIER) TAMPON,LEVOMENTHOL / CAMPHRE RACEMIQUE,TAMPON POUR INHALATION,42.11 / 42.11 G / G
6118001030873,MYFORTIC 180 MG,ACIDE MYCOPHENOLIQUE,COMPRIME PELLICULE GASTRO-RESISTANT,180 MG
6118001300136,DOPEZIL RANBAXY,DONEPEZIL,COMPRIME PELLICULE,10 MG
6118010024818,NORMACIDE,RANITIDINE,COMPRIME,150 MG
6118010120763,LETROZOLE GT,LETROZOLE,COMPRIME SECABLE,2.5 MG
6118001182640,AMIKLIN,AMIKACINE,POUDRE POUR SOLUTION INJECTABLE,250 MG
6118010023965,CLAVAM,AMOXICILLINE / ACIDE CLAVULANIQUE,POUDRE POUR SUSPENSION BUVABLE,1 / 125 G / MG
6118000180555,TROPHIRES COMPOSE ENFANTS,HUILE ESSENTIELLE DEUCALYPTUS / PARACETAMOL,SUPPOSITOIRE,75 / 300 MG / MG
6118001100415,ESMERON,ROCURONIUM,SOLUTION INJECTABLE,50 MG
6118000020868,FIXICAL D3,CALCIUM / COLECALCIFEROL (VITAMINE D3),COMPRIME A CROQUER,500 / 400 MG / UI
6118000050995,NO-DEP,SERTRALINE,COMPRIME SECABLE,50 MG
6118001271191,FOSTIMON 150 UI/ML,UROFOLLITROPINE,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,150 UI
6118001020454,DEXAMETHASONE MYLAN,DEXAMETHASONE,SOLUTION INJECTABLE,4 MG
6118010118371,SODRIX 2.5MG,INDAPAMIDE,COMPRIME PELLICULE,2.5 MG
6118001081592,TRIATEC PROTECT,RAMIPRIL,COMPRIME SECABLE,10 MG
6118001270064,CATARSTAT,PYRIDOXINE (VITAMINE B6) / ACIDE L GLUTAMIQUE,COLLYRE,2 / 38 MG / MG
6118001100798,LANSOYL GEL,PARAFFINE LIQUIDE,GEL ORAL,78 G
6118000031642,LIDOCAINE 2% LAPROPHAN ADRENALINE,ADRENALINE / LIDOCAINE,SOLUTION INJECTABLE,0.125 / 2 % / %
6118010120367,SEBIVO 600 MG,TELBIVUDINE,COMPRIME PELLICULE,600 MG
6118000020936,BACICOLINE,BACITRACINE / COLISTIMETHATE,POUDRE ET SOLVANT POUR COLLYRE,25000000 / 1 UI / G
6118001081318,XATRAL LP,ALFUZOSINE,COMPRIME ENROBE LP,5 MG
6118000041306,ANGLOR,AMLODIPINE,COMPRIME,10 MG
6118000030782,ZADITEN,KETOTIFENE,SOLUTION BUVABLE,1 MG
6118010024566,LACTEOL FORT,LACTOBACILLUS ACIDOPHILLUS,POUDRE POUR SUSPENSION BUVABLE,10000 MUI
6118000220145,SINTROM,ACENOCOUMAROL,COMPRIME QUADRISECABLE,4 MG
6118000230229,TMS 500 MG,CIPROFLOXACINE,COMPRIME PELLICULE,500 MG
6118001184163,REVLIMID 10 MG,LENALIDOMIDE,GELULE,10 MG
6118001120437,DOSTINEX,CABERGOLINE,COMPRIME,0.5 MG
6118010116384,ONIFINE,TERBINAFINE,COMPRIME,250 MG
6118000100188,TRIVASTAL,PIRIBEDIL,COMPRIME ENROBE,20 MG
6118000240518,NEO-CODION ADULTES,CODEINE,SIROP,0.1722 %
6118000081531,AMEP 10,AMLODIPINE,COMPRIME,10 MG
6118001120383,NOVORAPID PENFILL,INSULINE HUMAINE,SOLUTION INJECTABLE,100 UI
6118001183883,ESTRAPATCH 80 µG/24 HEURES,ESTRADIOL,DISPOSITIF TRANSDERMIQUE,2.50 MG
6118001120871,VISKEN,PINDOLOL,COMPRIME,5 MG
6118000021506,AZILIDE 200 MG/ 5 ML,AZITHROMYCINE,POUDRE POUR SUSPENSION BUVABLE,200 MG
6118001090280,CARDIOASPIRINE,ACIDE ACETYLSALICYLIQUE,COMPRIME GASTRO-RESISTANT,100 MG
6118000340140,INIKAL 10 MG,AMLODIPINE,COMPRIME,10 MG
6118010023767,BUCOPEN,PHENOXYMETHYLPENICILLINE,COMPRIME PELLICULE,1 MUI
6118010035227,VACCIN BCG SSI,LA TUBERCULOSE [BCG],POUDRE POUR SUSPENSION INJECTABLE,nan nan
6118001141180,TRITANRIX HB,VACCIN D.T.COQ.HEPATITE B,PREPARATION INJECTABLE,nan nan
6118010025686,TRIMEDAT,TRIMEBUTINE,GELULE,150 MG
6118001031092,GALVUS MET 50MG/1000MG,VILDAGLIPTINE / METFORMINE,COMPRIME PELLICULE,50 / 1000 MG / MG
6118001230051,URO 3000 CHLORURE DE SODIUM AGUETTANT,CHLORURE DE SODIUM,SOLUTION POUR IRRIGATION,0.9 G
6118010032646,EAU P.P.I.,EAU POUR PREPARATION INJECTABLE,SOLVANT POUR PEPARATION INJECTABLE,10 ML
6118000280040,HUMEX NASAL,CHLORURE DE BENZALKONIUM,SOLUTION POUR PULVERISATION NASALE,0.04 %
6118000020127,ANTARENE,IBUPROFENE,COMPRIME PELLICULE,200 MG
6118000180326,DIASTER,CORTIVAZOL,COMPRIME SECABLE,0.4 MG
6118001101788,DETENSIEL,BISOPROLOL,COMPRIME PELLICULE SECABLE,10 MG
6118000120544,DIANE 35,CYPROTERONE / ETHINYLESTRADIOL,COMPRIME ENROBE,2 / 35 MG / µG
6118000310150,NAPROXENE PHARMA,NAPROXENE,POUDRE POUR SOLUTION INJECTABLE,275 MG
6118001000340,ZAREX,CARBOPLATINE,POUDRE POUR SOLUTION INJECTABLE,150 MG
6118000081258,TRIAXON 1G I.M.,CEFTRIAXONE,POUDRE POUR SOLUTION INJECTABLE,1 G
6118001181988,PHARMATEX,BENZALKONIUM,CREME VAGINALE,54 MG
6118001170425,GENOTROPIN,SOMATROPINE,POUDRE POUR SOLUTION INJECTABLE,16 UI
6118010013379,PROGOR,DILTIAZEM,GELULE LP,180 MG
6118000020691,AGYRAX,MECLOZINE,COMPRIME,25 MG
6118000070627,MEGAFLOX IST,CIPROFLOXACINE,COMPRIME PELLICULE,500 MG
6118000091240,FURAZIDE,NITROFURANTOINE,COMPRIME,50 MG
6118000080763,ATHYMIL,MIANSERINE,COMPRIME ENROBE,30 MG
6118001121113,FUNGIZONE,AMPHOTERICINE B,LOTION,3 %
6118001141364,ZENTEL,ALBENDAZOLE,COMPRIME,400 MG
6118001101146,LODOZ,BISOPROLOL / HYDROCHLOROTHIAZIDE,COMPRIME PELLICULE,10 / 6.25 MG / MG
6118001200917,ALPERIDE 200 MG,AMISULPRIDE,COMPRIME SECABLE,200 MG
6118000061182,DITROPAN,OXYBUTININE,COMPRIME SECABLE,5 MG
6118001120024,ENDOXAN 50 MG,CYCLOPHOSPHAMIDE,COMPRIME ENROBE,50 MG
6118001070237,EMADINE,EMEDASTINE,COLLYRE,0.05 %
6118000140689,LACINE,LOSARTAN,COMPRIME ENROBE SECABLE,50 MG
6118010126178,METHOTREXATE BIODIM,METHOTREXATE,SOLUTION INJECTABLE,5 MG
6118001182107,RAPIFEN (H),ALFENTANIL,SOLUTION INJECTABLE,1 MG
6118000070405,FLOXIL,FLUCLOXACILLINE,GELULE,500 MG
6118000190493,HEXAPNEUMINE AD,BICLOTYMOL,SUPPOSITOIRE,nan nan
6118001110049,FLUORO URACILE ICN,FLUOROURACIL,SOLUTION POUR PERFUSION,250 MG
6118010125393,TIAFLAM 200MG,ACIDE TIAPROFENIQUE,COMPRIME,200 MG
6118001200122,MONEVA,GESTODENE / ETHINYLESTRADIOL,COMPRIME ENROBE,0.075 / 0.03 MG / MG
6118001110513,DELTAZINE ADRENALINE,ARTICAINE,SOLUTION INJECTABLE,72 MG
6118001180677,COLPOSEPTINE,CHLORQUINALDOL / PROMESTRIENE,COMPRIME GYNECOLOGIQUE,200 / 10 MG / MG
6118001080588,OFLOCET,OFLOXACINE,SOLUTION POUR PERFUSION,200 MG
6118000080121,TRISIUM,SULFAMETHOXAZOLE / TRIMETHOPRIME / BROMHEXINE,SUSPENSION BUVABLE,4 / 800 / 4 G / MG / MG
6118001100811,TRIOMUNE 30,STAVUDINE / LAMIVUDINE,COMPRIME,30 / 150 MG / MG
6118001101290,SAFLU,FLUTICASONE / SALMETEROL,SUSPENSION POUR INHALATION,250 / 25 µG / µG
6118000081609,DOLMAX F.T. 500,PARACETAMOL,COMPRIME ORODISPERSIBLE,500 MG
6118000020707,APHILAN,BUCLIZINE,COMPRIME SECABLE,25 MG
6118000240235,CALCIDIA,CALCIUM,GRANULE POUR SUSPENSION BUVABLE,1540 MG
6118000140917,NOVOCLIN 1G/125MG,AMOXICILLINE / ACIDE CLAVULANIQUE,POUDRE POUR SUSPENSION BUVABLE,1 / 125 G / MG
6118001200184,PHAEVA,GESTODENE / ETHINYLESTRADIOL,COMPRIME ENROBE,0.05 / 0.03 MG / MG
6118000190318,CODETUX ENF,CODEINE,SIROP,90 %
6118001021468,EPIRUBICINE MYLAN 2 MG/ML,EPIRUBICINE,SOLUTION POUR PERFUSION,10 / 5 MG/ML
6118000090755,RINIAZIDE,RIFAMPICINE / ISONIAZIDE,GELULE,300 / 150 MG / MG
6118001130115,VALDOXAN 25 MG,AGOMELATINE,COMPRIME PELLICULE,25 MG
6118001141340,ZEFFIX,LAMIVUDINE,COMPRIME PELLICULE,100 MG
6118001150632,ARNIGEL,SOUCHE HOMEOPATHIQUE,GEL,nan nan
6118001160099,CHIBRO-PROSCAR,FINASTERIDE,COMPRIME PELLICULE,5 MG
6118000030805,BETADINE SCRUB,POVIDONE IODEE,SOLUTION MOUSSANTE POUR APPLICATION LOCALE,4 G
6118001040162,SPREGAL,ESDEPALLETHRINE / BUTOXYDE DE PIPERONYLE,SOLUTION POUR APPLICATION LOCALE,0.63 / 5.04 % / %
6118010019708,CORONAT,CARVEDILOL,COMPRIME,25 MG
6118000041092,DIPREZAR,LOSARTAN / HYDROCHLOROTHIAZIDE,COMPRIME PELLICULE,50 / 12.5 MG / MG
6118001020553,BRICANYL LP,TERBUTALINE,COMPRIME LP,5 MG
6118001100927,DOCETAXEL COOPER 20 MG,DOCETAXEL,SOLUTION A DILUER POUR PERFUSION,20 MG
6118001070633,VANCOCINE,VANCOMYCINE,LYOPHILISAT POUR PERFUSION,500 MG
6118000081647,PULMOFLUIDE ENF,GUAIFENESINE / PHOLCODINE,SIROP,41 / 19.7 MG / MG
6118000031451,FUNGILYSE,ECONAZOLE,CREME,1 %
6118001080236,ANZEMET,DOLASETRON,SOLUTION INJECTABLE,100 MG
6118010000478,ARACYTINE,CYTARABINE,POUDRE POUR SOLUTION INJECTABLE,1 G
6118000190943,BEVIRAN,MEBEVERINE,COMPRIME ENROBE,200 MG
6118000150190,RENNIE,CARBONATE DE CALCIUM / CARBONATE DE MAGNESIUM,COMPRIME,680 / 80 MG / MG
6118000080268,GENTAGAM 80,GENTAMICINE,SOLUTION INJECTABLE,80 MG
6118001050246,MABTHERA,RITUXIMAB,SOLUTION A DILUER POUR PERFUSION,500 MG
6118000011088,MUCINUM A L EXTRAIT CASCARA,SENE / CASCARA,COMPRIME ENROBE,30 / 40 MG / MG
6118010120114,ANASTROZOLE COOPER,ANASTROZOLE,COMPRIME PELLICULE,1 MG
6118001100859,CARDENSIEL,BISOPROLOL,COMPRIME PELLICULE SECABLE,2.5 MG
6118001182664,BICNU,CARMUSTINE,POUDRE POUR SOLUTION INJECTABLE,100 MG
6118001020676,PULMICORT TURBUHALER,BUDESONIDE,POUDRE POUR INHALATION,200 µG
6118000033172,TIASUREX LP 1.5 MG,INDAPAMIDE,COMPRIME LP,1.5 MG
6118000120308,BIOSULIN R,INSULINE HUMAINE,SOLUTION INJECTABLE,100 UI
6118010019319,AVOLAM,LAMIVUDINE,COMPRIME PELLICULE,150 MG
6118010020278,OLICLINOMEL N4-550E,ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES,SOLUTION ET EMULSION POUR PERFUSION,nan NA / NA
6118001271030,ZIDIME 2G,CEFTAZIDIME,POUDRE POUR PREPARATION INJECTABLE,2 G
6118001021345,PACLITAXEL MYLAN PHARMA 30 MG/5ML,PACLITAXEL,SOLUTION A DILUER POUR PERFUSION,30 MG
6118010118647,METFORMINE WIN 500 MG,METFORMINE,COMPRIME PELLICULE,500 MG
6118010023866,CEFALOTINE PHARMA 1 G (IM - IV),CEFALOTINE,SOLUTION INJECTABLE,1 G
6118001100514,PAVULON,PANCURONIUM,SOLUTION INJECTABLE,4 MG
6118001140282,ERVEVAX,VACCIN ANTI-RUBEOLE,PREPARATION INJECTABLE,nan nan
6118000180180,GLYCAN 500,METFORMINE,COMPRIME PELLICULE,500 MG
6118000080602,DOLGIT,IBUPROFENE,CREME,5 %
6118000030713,METHERGIN,METHYLERGOMETRINE,SOLUTION POUR GOUTTES BUVABLES,0.25 MG
6118010019289,AVIRODIN,INDINAVIR,GELULE,400 MG
6118001050079,CYMEVENE,GANCICLOVIR,LYOPHILISAT POUR PERFUSION,500 MG
6118000120483,TOPSYNE GRAS,FLUOCINONIDE,POMMADE,0.05 %
6118000100034,DAFLON,FLAVONOIDES MICRONISES,COMPRIME ENROBE,500 MG
6118010120435,STALEVO 150/37.5/200 MG,ENTACAPONE / LEVODOPA / CARBIDOPA,COMPRIME PELLICULE,200 / 150 / 40.50 MG / MG / MG
6118000050896,OXYGENOR,TRIMETAZIDINE,COMPRIME PELLICULE,20 MG
6118000070825,TRIFENE,IBUPROFENE,SUSPENSION BUVABLE,2 %
6118000021971,SOCLAV NOURISSON,AMOXICILLINE / ACIDE CLAVULANIQUE,POUDRE POUR SUSPENSION BUVABLE,100 / 12.5 MG / MG
6118000061557,TRIADOL,TRAMADOL,GELULE,50 MG
6118001151059,IRINOCYT 100 MG/5ML,IRINOTECAN,SOLUTION A DILUER POUR PERFUSION,100 MG
6118010000157,PLAVIX,CLOPIDOGREL,COMPRIME PELLICULE,75 MG
6118000050841,REJUVA-A,TRETINOINE,CREME,0.025 %
6118001020027,AMIKACINE MYLAN,AMIKACINE,POUDRE POUR SOLUTION INJECTABLE,500 MG
6118001140091,AVANDIA,ROSIGLITAZONE,COMPRIME PELLICULE,4 MG
6118000012283,AVD VIT B1 C DEROL,ACIDE ACETYLSALICYLIQUE / ACIDE ASCORBIQUE (VITAMINE C),COMPRIME EFFERVESCENT,330 / 200 MG / MG
6118001050673,TAMIFLU,OSELTAMIVIR,GELULE,75 MG
6118010116506,TAGAMET,CIMETIDINE,COMPRIME EFFERVESCENT,200 MG
